,Title,Location,Company,Salary,Link,Description,Category
238,Data Scientist,Melbourne VIC,        Chandler Macleod,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLpUVIwsOatgmP7OBJ8xE6Sr-rLNCfGQQfXfyKPZzPPM1Zeucw0_BCNPCw6zCg3kmTYRtB1ym-UAyjyLj1nIVj01sUzM2oS4KcXbgdmGr98CmJXVLs0p_h3M1Ju_7fM2Kw8XRE3HkM7wX9d97cwKEgNcHa-I4ZM161VjXPsWIoxtWciweZyneFteqU_I2B0bv2YDX1l7EK9poDTJegPRA_lXlY3tAvth54Jv8MT1NgWjvkwmzazFjLVyydB1sDj177s_aWJqpDpGgmEi4ucYQmSODoegJgsYa7vLWdhEc7ls8nZyKAwWfgcH5yNPXyYRFliHB9QJXeK1X8Yd0mIgp90BwBujsJes7Tt1ecM43Xks9kUfqviwfkc3dE-7todLgjoiN_GdklHx_73S42yXmb4S2dqMH7WU83fLcn1cqUPALva4pdOAg-WUvNsuiahQ3aHFiqF3Yzoq0eHAKtdLuUGavYpUpeQyAvRmNlIiFYzu90NcPrEvL8irf9J9_OMAjVoLO3tkWlnFFqnfMs9-tKdjpMoXGESymnkSmLUx-9s6DIi8V78NY_rj8FNr81S9nCZfhG9TyGGsBYvNFzCV1CRKh_jjERUlLwnhydcEOrDZ5DyZj6D0u-X7jfvBT9rPc=&vjs=3&p=1&fvj=0,"Federal Government - baseline preferred
ASAP Start
R, Hadoop, Teradata, Shiny
We are looking for a creative, innovative and intellectually curious and entrepreneurial Data Scientist to join the Analytics team within a Federal Government Agency.

Responsibilities:

Identify valuable data sources and automate collection processes
Undertake pre-processing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Experience Required:

Experience of statistical / machine learning projects
Commercial experience with Data Science principles
Possess strong statistical modelling skills and be able to synthesise big data
Have a minimum of 3 years experience using Hadoop/Spark/R/Python
Desire to enhance pre-existing skills in areas such as machine learning and quantitative decision making
Be a strong and confident communicator who can simplify complex models to stakeholders
Have motivation to continually learn new skills both for personal advantage and to add value to the company
Work collaboratively and efficiently in a tight-knit team",data science
239,Data Analytics /Scientist,Melbourne VIC,        Experis,None,https://au.indeed.com/rc/clk?jk=fc39b657db3e46dc&fccid=ca2b244e2a15ca5c&vjs=3,"Global leader in the IT industry
Innovation, collaborative and driven team
Competitve daily rate
Our client has global reach, outcome-focused methodologies and deep industry expertise. They are currently seeking a Data Scientist (Advanced Analytics) to be based in Melbourne for an initial 10 months contract with high possibility of extension.

The Role:

Designs and architects' solutions to capture and manage data related to Client requirements for wireless communication and sensor equipment that comprises the Internet of Things (IoT).
Strong understanding of IoT, protocols such as MQTT and platforms including IoTF, works with consultants to develop technical roadmap on IoT aligned to business goals, prepare solution architecture and models that can be handed over to delivery development teams for implementation.
Strong Industry understanding and domain regarding IoT.
Solutions may run on multiple platforms and applications including PMQ, IOC, Internet of Things Platform, Real Time Insights and Maximo components, as well as various Client applications.
If you feel you meet the above selection criteria and are interested in working for one of fastest growing IT organisation, please submit your resume to Punam.Ahluwalia@au.experis.com or click the 'Apply Now' button below
200067516_155607400222077",data science
240,Data Scientist - Education,Melbourne VIC,        Michael Page,None,https://au.indeed.com/rc/clk?jk=d69ba79751804b12&fccid=77087bd1709a8148&vjs=3,"Melbourne CBD Location.

Initial 6 month location, with view for permanent.

About Our Client
Based in Melbourne's CBD with a number of convenient Public Transport options available, this prominent Melbourne organisation is one of the fastest growing, and innovative clients that we work with.

This is one of few organisations that are set on the philosophy of driving sustained success and growth through research, innovation, and engagement.

You must be willing to be part of an inclusive, and collaborative team in order to drive high levels of success across the board.

Job Description
The successful candidate will work to establish the following over the course of the length of this contract:

Work with existing team members to roadmap, and plan the successful enablement of this business unit through Data Science practices.
Maintain and build Big Data structures that currently exist.
Day-to-day, hands-on development of Statistical Analyses, Propensity Models, and Predictive Models.
Examine and refine existing lines of enquiry within the marketing department to optimise and better understand the target market.
The Successful Applicant
The successful candidate will have the following skill-set:

2+ Years of Data Science experience
2+ years of experience of Data Wrangling
Hadoop
Spark
Python
Java
Scala
Exceptional communication skills.
PhD (Preferred)
What's on Offer
Competitive salary
Convenient, central location
Renowned brand in the market
Positive, and collaborative team culture.
Contact:
Tim Dillon",data science
241,            IT Data Scientist,Melbourne VIC,        Peoplebank,None,https://au.indeed.com/rc/clk?jk=2ab03776bf20961b&fccid=c90e910978217fed&vjs=3,"Our client is looking for Data Scientists to join their team for a 6-month contract basis.
The successful candidate will require an in-depth understanding of data-science concepts. You will take the lead in solving complex data-science problems and issues, and guide and mentor others.
The role will encompass the following duties;
Utilise data science techniques and experimental methods independently to develop technological solutions to achieve business outcomes.
Develop, enhance and maintain a range of mathematical models to monitor demand and analyse behaviour.
Provide technical knowledge and expertise in reducing vast and disparate data sets into categorised and useful summaries and reports to improve user experiences and support overall business outcomes.
Manipulate and analyse big data from disparate systems.
Work with a cross functional team of data scientists, data analysts, report developers and engineers to move Proof-of-Concept models/products to production for clients.
Work closely with project managers and technical leads to meet deliverables and assist in data-driven development of products to industry and agency standards.
Review research and discussion papers to develop skills and to share learnings and information with team.
Convert stakeholder needs into business requirements and provide analytical solutions to support those needs.
Manage relationships with stakeholders across a range of complex issues to influence desired outcomes.
Present data and complex numerical information in a clear and concise manner and clearly communicate statistical concepts to senior and non-technical audiences.
Encourage the use of new technologies and techniques to solve data problems and publish regular reporting and dashboards based on stakeholder requirements.
Skills and Experience:
Strong practical experience across one or more data science areas such as machine learning, natural language processing, graph analytics, behavioural analytics and visualisation.
Strong data cleaning and analysis skills, and experience in devising testing methods.
Demonstrated knowledge and experience with a diversity of programming languages such as R (experience in Shiny will be a bonus) and Python. Professional commitment and skills of maintaining code quality.
Familiar with Hadoop, Informatica or Talend.
Strong understanding of the software development life cycle (SDLC) processes.
All applicants must hold Australian Citizenship to be considered for this opportunity.
If you have the experience to be successful and seek your next career position, then please APPLY NOW.",data science
242,            Lead Data Scientist,Melbourne VIC,        ARQ Group,None,https://au.indeed.com/rc/clk?jk=5f4c28d06e8e5f37&fccid=0e467f77d26ab024&vjs=3,"Crunch data, uncover insights and create knowledge. Join InfoReady, part of Arq Group, where you can design and implement solutions that enable organisations to harness data for competitive advantage

What you get to do.

Working with many of Australia’s leading companies, you will deliver advanced and predictive analytics, segmentation and classification help converting business problems into solutions. What you do will directly impact client’s growth, customer churn, increase efficiencies and predict customer demand.

About you.

We seek candidates with minimum of 5 years experience working on relevant real-world applications, with a minimum Masters degree in Analytics/Machine Learning or other related computer science program from a top program.

You will be leading teams that build solutions using tools such as Python, R, and Machine Learning frameworks that help converting business problems into solutions that may help clients maximise growth, reduce customer churn, increase efficiencies and predict customer demand.

Essential Skills

Fluency in Python, R, or SQL
Experience dealing with large unstructured data sets with multiple sources –
Hands on Machine Learning within a Business Context
Data Vizualisation experience. Using Tableau , Qlik or similar.
Strong Business Analysis experience
Big Data/Cloud technologies
Ability to present finding to C-level stakeholders
We are smart thinkers. We solve complex challenges and provide complete solutions for businesses, big and small. From design thinking, leading mobile apps, cloud and analytical insights, digital marketing, to web design. Arq Group is Australia’s leading digital partner.

#LifeatArq

Our people are our greatest asset. Curiosity is in our DNA. Courage is in our hearts. And collaboration is at our core. “Our Ways” set us apart from others in how we deliver to our customers and work together. From wellness programs, learning and development, social calendars to coffee machines, and more. We've got something for everyone to be themselves. Did we also mention how much fun it is to work with other Arqadians? And yes, it is true; we love what we do. Join Arq Group and find your space to (change).

At Arq Group, we unleash the possibilities between business and people.

#Infoready",data science
243,data scientist / data analyst,Melbourne VIC,        Randstad,None,https://au.indeed.com/rc/clk?jk=0292fe7789b7035b&fccid=f8b265243da9f9d7&vjs=3,"This leading FMCG company requires the services of someone with a data scientist / data analyst background to work in a strategic pricing role.

The purpose of the role:
Support the pricing strategy to develop optimal price and promotional strategies for the FMCG category
Key Responsibilities & requirement
Development and implementation of Price and promotional tools, models and softwareDevelop pricing dashboards using Power BI from internal financial and market pricing informationApply statistical analytics to help solve price and volume trade-off decisions using advanced analytics tools e.g. R Studio or PythonData management of price information in SQL databaseManage price increase process - Delivering sustainable price realisation performance while still supporting other levers of EBIT (Volume, Share, Revenue)Incorporate brand vision, current market dynamics & competitor activity into a robust & consistent pricing strategyIdentify risks & opportunities on trade spend efficiency with a particular focus on embedding an ROI culture

To be considered you:
Must have capability in some of the following software packages: R Studio, Python, Power BI, SQL
If this sounds like the role for you please click the apply now button.
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",data science
244,            Senior - Principal Data Scientist,Melbourne VIC,        Opus Recruitment Solutions,"                $500 - $1,000 a day",https://au.indeed.com/rc/clk?jk=7efe09abead86d74&fccid=587a90c72514ac83&vjs=3,"Senior - Principal Data Scientist

2-3month contract
Greenfield
Melbourne
BLURB:

I am currently working with a client who is looking for a DS with AI and BI experience. End client is a Government Agency. They're about to roll out a brand new project, so they're on the hunt for a Senior-Principal Data Scientist to build everything from scratch for them.

Initial project will run for 2-3 months, if after that time- everything went well, the contract will extend to a 6-12 month(or go perm) and project will continue .

YOU WILL HAVE/BE:
Australian citizen
4+ years of experience in the DS space (commercial).
Greenfield and E2E project experience.
Full-stack experience (DE, BI and AI)
Very independent",data science
245,"Data Scientists - Machine Learning, AWS , Python R",Melbourne VIC,        ARQ Group,None,https://au.indeed.com/rc/clk?jk=90d9910e4194072e&fccid=0e467f77d26ab024&vjs=3,"Crunch data, uncover insights and create knowledge. Join InfoReady, part of Arq Group, where you can design and implement solutions that enable organisations to harness data for competitive advantage

What you get to do.

Working with many of Australia’s leading companies, you will deliver advanced and predictive analytics, segmentation and classification help converting business problems into solutions. What you do will directly impact client’s growth, customer churn, increase efficiencies and predict customer demand.

About you.

A data scientist with a mindset for data, strong communication, hacking & problem solving skills, the ability to showcase your insights to a non-technical audience. Combine that experience with building Python, R, and Machine Learning frameworks and either a Phd in a relevant field, or a Masters in Analytics, then we want to hear from you.

We are smart thinkers. We solve complex challenges and provide complete solutions for businesses, big and small. From design thinking, leading mobile apps, cloud and analytical insights, digital marketing, to web design. Arq Group is Australia’s leading digital partner.

#LifeatArq

Our people are our greatest asset. Curiosity is in our DNA. Courage is in our hearts. And collaboration is at our core. “Our Ways” set us apart from others in how we deliver to our customers and work together. From wellness programs, learning and development, social calendars to coffee machines, and more. We've got something for everyone to be themselves. Did we also mention how much fun it is to work with other Arqadians? And yes, it is true; we love what we do. Join Arq Group and find your space to (change).

At Arq Group, we unleash the possibilities between business and people

#infoready",data science
246,            Senior Data Marketing Strategist,Melbourne VIC,        AKQA,None,https://au.indeed.com/rc/clk?jk=43940450b7ca40bc&fccid=f3433a507ce87736&vjs=3,"At AKQA, we believe in the imaginative application of art and science to create beautiful ideas, products and services. With an entrepreneurial and collaborative approach, we design adaptive digital services and applications that capture the imagination, delivering impressive returns for our clients.

We are looking for a Senior Data Marketing Strategist with a strong communications strategy background. You are a proactive thought leader who loves learning, experimenting and exploring the possibilities of data-driven customer experiences. You have experience across a range of data marketing disciplines, including marketing automation/CRM customer journey planning, A/B testing/optimisation, and analytics and reporting.


ROLE REQUIREMENTS

Develop data-driven customer communication strategies, including lifecycle campaigns to drive business performance.
Identify opportunities to reach customers through emerging channels and work with the Engineering team to prototype and implement.
Develop robust measurement frameworks and methodologies for clients to understand their ROI in marketing technologies.
Run strategic A/B testing programmes using leading testing platforms such as Optimizely or Adobe Target.
Advocate for data marketing within AKQA and to our client base, to further raise our profile within this area.
Work closely with the Insights and Personalisation Lead to mentor other team members and evolve our service offering.


QUALITIES AND CHARACTERISTICS

4+ years of data marketing experience.
Communications experience essential: this role requires a customer- and data-focused mindset.
Experience of CRM/lifecycle planning, including segment identification, trigger definition, journey planning and testing.
Experience in digital analytics: Google Analytics and/or Adobe Analytics preferred. Not a data scientist, but able to delve into data to find insights and confidently and clearly present to clients.
Experience of A/B testing: create test frameworks, plan tests and be hands-on with the tool itself.
Excellent stakeholder management across multiple clients and workstreams.
Strong communicator: able to explain complex topics in a way that non-data-savvy people will understand.
Experimental and proactive mindset: willing to push boundaries and secure quick wins to ensure buy-in for innovative work.
Mentor other team members and educate wider AKQA team about data marketing.


AKQA is an Equal Opportunities Employer, we believe that diversity is vital to AKQA's ability to provide our clients with the best recommendations and are committed to fostering a varied and inclusive work environment. Your race, colour, ancestry, religion, gender, gender identity, national origin, sexual orientation, age, marital status, disability or veteran status have no bearing on our hiring decisions. If you have a disability or special need that requires accommodation, please let us know.",data science
247,            Senior Data Scientist / Data Products Consultant :: Contract...,Melbourne VIC,        Correlate Resources,None,https://au.indeed.com/rc/clk?jk=2dc0f1dbbc2f3ccc&fccid=f5ea592e52f5385b&vjs=3,"In this exciting contract opportunity we are looking for a seasoned Data Analytics / Data Science Consultant to support the commercialisation of a unique and highly valued consumer data asset. Whilst the key focus of this role will be to develop a comprehensive understanding of the client’s data assets, uncovering key insights, and developing a road map for potential productised solutions, the core responsibilities will include;
Engaging with stakeholders to consult around the client’s key data assets, developing a robust understanding of data structures, API structure, etc.
Supplementing the clients’ data assets with a variety of external data sources to ascertain additional strategic value that can be gleaned from the source.
Apply a selection of analytical techniques from traditional data linking (complex SQL joins) to data science models and more sophisticated machine learning algorithms to gain a comprehensive understanding of the client’s key data asset and its potential
Leveraging insights for your analysis to recommend potential products or services that can be rolled out into the commercial market place.
Consult with key business stakeholders around your strategic recommendation and ascertain the appetite for adoption and further spin off solutions.
Develop, build and automate the optimal data solutions.
As the successful applicant you will come from a strong background working in a data driven product environment and will be able to demonstrate:
Excellent investigative skills with the ability to engage with internal stakeholders, understand abstract data assets, define data models, develop data dictionaries, and deliver an optimised data architecture.
Experience and understanding of how Data Science, Machine learning and AI techniques can be applied to abstract data assets to develop new commercial B2C or B2B products (working within a productised data environment will prove highly advantageous).
Strong SQL Programming skills for manipulating complex data sets (with exposure to R, Python, SAS, Spark or similar proving highly advantageous).
Experience working in a cloud based data environment (i.e. AWS, GCP, Azure, etc.)
To be considered for this opportunity please click APPLY or send your Resume and Cover Letter to Ben@correlateresources.com",data science
248,            Senior Digital Producer - Adobe Campaign,Melbourne VIC,        Clemenger Group,None,https://au.indeed.com/rc/clk?jk=8d0369543b23ab9d&fccid=4980c643ed332332&vjs=3,"WHO ARE CHE PROXIMTY
‘Advertising'
It's not what it used to be.
It's about ideas that penetrate culture.
Ideas the world wants and needs.
Not just 30 second spots and four sheet posters.
At CHE Proximity we're putting advertising back together again. We solve business problems by starting with the value of customers
Our agency is at the intersection of data, technology, customer experience, media and brand.
From Apple Watch Apps that make it safe for women to walk the streets at night, to a programme of content that genuinely makes small business smarter. From campaigns that blatantly use competitor spend to drive sales, to utilities that reframe complex decisions and make them simple.
‘Advertising' isn't the best way to describe what we do at CHE Proximity.
We're building the agency of tomorrow, and making people move valuable to brands.

THAT'S WHY WE'RE LOOKING FOR A PASSIONATE MARKETING AUTOMATION CONSULTANT AKA SENIOR DIGITAL PRODUCER
The Marketing Automation Consultant is an expert in marketing automation technology with knowledge and skills across marketing strategy, technology and project management. The role requires the candidate to have both the vision for what growth opportunities marketing automation technology could unlock for CHEP's clients and the get up and go to sell through the changes and make them happen.

WHAT THE JOB ENTAILS

This role would work on one of CHE Proximity's and Australia's leading services business helping to set up, migrate or evolve 1:1 communications plans, primarily centred around Adobe Campaign. The specific remit would include:


Partnering with CX strategists to create breakthrough 1:1 marketing programmes, identifying any platform / data and technical dependencies in any programme migration / set-up / evolution
Working with clients and CHEP account teams to define project approaches that take IT, marketing, data and compliance teams on the journey in any new programme set-ups and the harness CHE Proximity resources at all key project junctures
Consulting to clients in platform set-up and programme best practices in their marketing automation initiatives
Working at a business practitioner / developer level to set up triggered journeys and building workflows within marketing automation platforms where required
Running reporting or helping to design reporting approaches
Partnering with marketing automation developer teams to execute new campaigns that harness the potential for segment-based targeting and use of behavioural data
Identifying roadblocks to migration programmes and working through a solution path
Auditing data schema and identifying opportunties to improve platform performance through new data strategies and partnerships

THE RIGHT PERSON WILL HAVE PREVIOUS EXPERIENCE IN…


Deep understanding of the technical capabilities of Marketing Automation platforms (specifically in Adobe Campaign, but others would be a bonus i.e. Oracle, Salesforce, Marketo)
Driving through organisational change and project deliverables through complex stakeholder processes
Building relationships across large and complex organisations
Consulting with clients on how marketing automation platforms can deliver commercial benefits to their organisation
Managing technology transformation projects
Collaborating with a range of different skillsets (i.e. creative, technology, experience planning, marketing)

A TYPICAL DAY MIGHT INCLUDE


Running a workshop with a range of different client and CHEP stakeholders to map out a current experience journey and identify any challenges in migrating the journey to a new technology platform / defining enhancements that the new technology platform could unlock
Working through some data security issues with IT stakeholders
Presenting audit findings from an in-depth review of an existing marketing programme to a range of senior client stakeholders
Collaborating with a data scientist and experience planner on defining a new journey recommendation for the new customer onboarding process that would maximise the capabilities of Adobe Campaign
Attending a status meeting and running through project timings and deliverables with the wider team to ensure that all parties are clear on next steps and responsibilities.

Some recent highlights
In addition to growing our business with high profile and forward-thinking clients our creativity and effectiveness has been recognised by our peers.
Adobe Innovation Award 2018: Data-Driven Marketing Implementation & Multi-Solution Implementation
Contagious Pioneers 2019: placed 5th
The Drum's Big Won Report 2018: 9th Most Creative Agency in the World
Tangrams 2018: Asia Effectiveness Agency of the Year
Australian Effie Awards 2018: Agency of the Year, 1 Gold, 5 Silver
Mumbrella 2018: Full Service & Media Agency of the Year, Media Campaign of the Year
Adnews 2018: Australian, Victorian & Customer Experience Agency of the Year
Cannes Lions 2018: 1 Gold, 5 Silver, 4 Bronze & 18 Finalists
B&T 2018: Media Agency & Marketing Consultancy of the Year
The One Club's ADC 2018: Australian Agency of the Year
Caples 2018: Best in Show, 6 Gold, 9 Silver & 4 Bronze
AFR Most Innovative Companies 2018: #4 in Australia and Best Marketing Innovation

The Clemenger Group supports an inclusive workplace and welcomes applicants from diverse backgrounds.

To gain an insight as to what it is like to work at CHE Proximity please click on the people story below:",data science
249,Data Scientist,Melbourne VIC,        ANZ Banking Group,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdoFW-pgk8qz2lidFvI161WPflgHq6k1T1xIfgNTQtPg_9IFmpGIzfqxFOO5veoNcJiyUd2LIjtUpF_4ubRJiGdgDdeksH0AYpiWAYmLSBrJG62XZqFmyBlLXc-oCA793Qbn_eKX-CsFq8Rec7EDCg0lQ1Qvt2lL_pq53JWM38JoBSgvyIZIDnL6ziPBU94Qbn5ObycQ8stLREo05AhLgwxspC284gaD4xOWqR60r6wQrwZRQ-GpHQCOmdAj6CZVRfGXbfQ7vkJES8lHPP_dJDE_ilMOjtmByvsfMyqN2FWOjE0t6Q2PnKW9i--616MYiebfJBS9fGn0S9GawQFDPsHekhWxhlEPmql5l5fpQhkMGo7OVTLEdGPpvrygfxyIO80SCbonLLhqAzpytN52ToB1yIjsqj23joMBeHw_-kiNmZ-r80YAF4HGXnn1tyxh8qc2Qqxj-TrI0kTlWnf34KL06x5HzXKRWWpELdw5lLsdQTc7mjVllQaxM51AE5zbDHevy3Ldlm1A==&vjs=3&p=12&fvj=0,"First a bit about ANZ

At ANZ, everything we do boils down to ‘why’ – our purpose – to shape a world where people and communities thrive. We're just as focused on seeing our people thrive as well as our customers. We'll give you every opportunity to develop your career.

We are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy.

ANZ has started to move to a new way of working, leveraging agile practices. To understand more about this new way of working and if this role is right for you, we strongly encourage you to take a look at The ANZ Way vimeo channel where you’ll find The ANZ Way animation and the New Ways of Working animation.

Your team’s mission?

The mission of the Banking Services Tribe is to provide cutting edge risk management services, across all divisions to deliver a better banker and customer experience leveraging data and business rule focused solutions, while delivering a credit risk focused applications to the Institutional business to support credit risk management.

Who are you?
A team player – I know we only win if we all win. I recognise and value the different perspectives and skills my squad mates bring. It is not about being a hero but jumping in and contributing to the successful delivery of our mission
The customer’s greatest fan –I demonstrate a thirst for better understanding the customer, defines the problem and develop solutions through their eyes
A collaboration champion – I champion collaboration and builds the expertise, capabilities and engagement of team members that are embedded across multiple squads
Comfortable being uncomfortable – I am comfortable with uncertainty and have the ability to effectively manage myself through ambiguity by making meaning, building relationships and creating clarity with my peers
Continuous improvement junkie – I constructively challenge the status quo, I look for better ways of doing things and passionately advocate continuous improvement
Committed to my own and other’s growth – I strive to stretch and grow myself and others by identifying my own development areas, seeking feedback and providing feedback to others to help them learn and grow everyday
A Problem Solver – I am energised by tackling complex problems. I use my critical thinking, network, skills, knowledge, and available data to drive better outcomes for our customers and the bank
Commercially and Tech curious – I have a wide-angled lens. I am curious about what’s happening in the external market and in emerging trends and innovations (technological and otherwise) and how we use this information to better inform our decisions and actions.
Risk savvy – I build sustainable solutions that protect stakeholders and customers and proactively address risks by role-modelling improvements in the bank’s overall risk and control environment

What you bring to the role as our Key Data Scientist:
Deep understanding of how credit risk management activities are used within the banking environment
Ability to breakdown complex business problems and analyse them by employing a variety of analytical techniques
Experience in analytical risk processes (e.g modeling, monitoring) and tooling (e.g. R, Python)
Hands on experience in building analytical or data solutions that can be operationalized and deployed into a production environment
Experience data management and governance processes required at complex enterprises
Experience in use of cloud platforms to build analytical solutions to solve business problems

Employee differences such as gender, age, culture, disability, sexual orientation, family and caring responsibilities and religion are valued.

We work flexibly at ANZ. Talk to us and let us know how this role can be flexible for you.",data science
250,Data Scientist,Melbourne VIC,        Accenture,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2HeI17EP9wQnE-n7fLbHACB6oh9nOJAFdkRgoDGX8sELYNcCu3ixuS_2LYaGgDVCWbMQmMa0bLAnqBZEtjI6RcLqR_IUzjB1RhgbGPVqlep6Qwdov0OPdDQOfCid_9makoWy_hxK5FxaIOZ-uWZktNeHCc3lhvgF859VHwJF09qPRMyaYKI6rq3yYi95feG9BY6f2EDre6ph4pOEJ1tQY3iavNQikuQxKlRELtrbpmDq6jRTJpa2PEQPxMOfRhVhTDFYQe23HGz6uLS4nDwoKo6EOEKByqoiAErQDdXwtuswOxbpLu0Umx78qJY2s1cggXVsTWSZcRN0gfMg1wEVg4ZlWNLVYKnXpPXoZ80u5ocGx0tsyv2tPmvraQHqvOBVNbDADH_vMnpNIFXXiJLJQvICcezg6odq8BTyfs5P2UfMvjMWT5cE-ThXOIUK_bJznbvhwBIMNG9cVimsa5QBcm4=&vjs=3&p=13&fvj=0,"Flexible work arrangements to meet your needs
Work and learn from the best people every day
Be yourself at work
Explore career opportunities as you help create innovative solutions with diverse, global teams using cutting-edge technologies.

We can help you build the career you dream of. Our success relies on ensuring our people enjoy the inspiring challenges, exceptional experience and flexibility they need to succeed at every stage of their career. As a leading professional services company with more than 459,000 people working across 120 countries, your career can take many exciting paths spanning digital, strategy, consulting, technology and operations. As part of a global diverse workforce you will help change how Australia lives, works, plays and grows. Join us, learn from the best people and let challenging, interesting and enjoyable work become part of daily life.
A typical day for our Consultants:

Apply your deep expertise in data science, machine learning, and consulting skills in client engagements covering the end-to-end process including ideation, model prototyping, solution building and operationalisation.
Act as a key contributor in critical situations within area of expertise, either internally for Accenture or at client engagements.
Articulate business impact and benefits of advanced analytics solutions via business/scientific storytelling and advanced visualisation techniques.
Contribute to the team’s effort for building, nurturing and maintaining a leading-edge data science team.

Basic Qualifications

Must be Australian Citizen (due to security clearance requirements)
BS in Statistics, Applied Mathematics, Operations Research, Computer Science, Engineering, Economics,
2+ years’ hands-on experience in gathering, curating and preparing appropriate representative data for building machine learning and statistical models.
Minimum one year of experience in deploying machine learning algorithms in analytics-enabled digital transformations.
Extensive hands on experience in at least one scientific programming language (preferably R or Python).
Proficient in Agile project management, version control, shell scripting and high performance or distributed computing platforms (e.g., Apache Spark, graph databases and GPU based computing platforms).
Preferred Qualifications

Master or PhD degree in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, Computer Science, Engineering, Economics, etc.
Deep understanding and practical experience in common statistics and machine learning frameworks including probability theory, Bayesian methods, neural networks, and reinforcement learning.
Experience with applying principles of Natural Language Processing (NLP)
Experience in leading small analytics teams.
About Accenture


Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 459,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.


Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law",data science
251,Data Scientist,Melbourne VIC,        Chandler Macleod,None,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLpUVIwsOatgmP7OBJ8xE6Sr-rLNCfGQQfXfyKPZzPPM1Zeucw0_BCNPCw6zCg3kmTYRtB1ym-UAyjyLj1nIVj01sUzM2oS4KcXbgdmGr98CmJXVLs0p_h3M1Ju_7fM2Kw8XRE3HkM7wX9d97cwKEgskxHILzhXKgDfHqU5mokKtbENsK5kIXt78Kz1h7b8qgcitVd0qorBbiqpdliDKDOO-jeeNiv4vziCmM-fyVYXYLXKM0v2907RRQoFOfCsEeBfZriZ1R5T5tHdFtuZxDl2ycPlgN89IfPSJc6lMnvu3OKEpWIhk-NMpiAn5Zj0K63GKUZUTnHGv402jfLIMiDmNzXUTkpUApaSHhLzTLppyQHJ3GAk8G5J_5qIFO7xmr_YrAtmzP-pK0-5TL9Cn0Un4C79ToEXUQ6Bsbzuej2gPksg05OJ_EJvKaUxtFb2qHPyjB0JT8MPLpdVrBnlKaQB-X5AYFiMvYMhp6pKJoAB2iWFztYSBuSD0MsBsZenFU37CLU57BWsqffrg4Cx09IugFmFcn5gmJ6yQ9_iWhF7cNCfJZyhFiGXJViOnKZPh1Waf5rMyBxn-oCERs-TopO1YE_tbm5yPf8lhx-GYebs6nZO_pBXfWqCABcTz78zZ8=&vjs=3&p=0&fvj=0,"Federal Government - baseline preferred
ASAP Start
R, Hadoop, Teradata, Shiny
We are looking for a creative, innovative and intellectually curious and entrepreneurial Data Scientist to join the Analytics team within a Federal Government Agency.

Responsibilities:

Identify valuable data sources and automate collection processes
Undertake pre-processing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Experience Required:

Experience of statistical / machine learning projects
Commercial experience with Data Science principles
Possess strong statistical modelling skills and be able to synthesise big data
Have a minimum of 3 years experience using Hadoop/Spark/R/Python
Desire to enhance pre-existing skills in areas such as machine learning and quantitative decision making
Be a strong and confident communicator who can simplify complex models to stakeholders
Have motivation to continually learn new skills both for personal advantage and to add value to the company
Work collaboratively and efficiently in a tight-knit team",data science
